Restaurant,Longitude,Address,PlaceID,URL,AverageExposure,Stars,ZIP,Count,White,ofWhite,DWN,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot,Reviews,Amenities,Amenity_Count
61.1452506,Mandala Restaurant Anchorage,-149.8777072,"209 E Dimond Blvd, Anchorage, AK 99515, United States",ChIJo5LMTx-ZyFYR8nFdc445OLw,/biz/mandala-restaurant-anchorage-anchorage-2?osq=Restaurants,0.162044137430868,4.6,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0,96,"Offers Takeout
Many Vegetarian Options
Accepts Credit Cards
Outdoor Seating
Waiter Service
Free Wi-Fi
Beer & Wine Only
Covered Outdoor Seating
No Heated Outdoor Seating",8
61.1183651,Manhattan Restaurant & Lounge,-149.8630979,"11321 Old Seward Hwy, Anchorage, AK 99515, United States",ChIJgTXMfZaZyFYRSUh_XYLxcOc,/biz/manhattan-restaurant-and-lounge-anchorage?osq=Restaurants,0.132540295743775,3.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,18,"Outdoor Seating
Private Lot Parking
Full Bar
TV",4
61.1183651,Manhattan Restaurant & Lounge,-149.8630979,"11321 Old Seward Hwy, Anchorage, AK 99515, United States",ChIJgTXMfZaZyFYRSUh_XYLxcOc,/biz/manhattan-restaurant-and-lounge-anchorage?osq=Restaurants,0.132540295743775,3.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,18,"Outdoor Seating
Private Lot Parking
Full Bar
TV",4
61.1928368,Manila Bake Bakery & Cafe,-149.9154297,"3020 Minnesota Dr #8C, Anchorage, AK 99503, United States",ChIJ8670ht6XyFYRcwLE0hignp4,/biz/manila-bake-bakery-and-cafe-anchorage?osq=Restaurants,0.0867848128372533,4.7,99504,10,21807,52.2,1,0,4213,10.1,1,2973,7.1,0,4912,11.8,1,1703,4.1,1,1965,27.5,0,5.4,1,75956,0,0,1,6,"Offers Takeout
Accepts Credit Cards
Good for Groups
Good For Kids
Free Wi-Fi",5
61.1969513,Market Juice,-149.9049707,"2601 Spenard Rd #1, Anchorage, AK 99503, United States",ChIJjwIcM9qXyFYRIuwwN5afea0,/biz/market-juice-anchorage?osq=Restaurants,0.042490002776716,4.6,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1,25,"Private Lot Parking
Free Wi-Fi",2
61.1947489,Matanuska Brewing - Midtown Anchorage,-149.8884943,"2830 C St, Anchorage, AK 99503, United States",ChIJlyYOyNSXyFYRUWf8xf_V2Wg,/biz/matanuska-brewing-midtown-anchorage-anchorage?osq=Restaurants,0.147173517241239,3.4,99507,22,20110,55.2,1,0,1159,3.2,0,3042,8.4,1,6913,19.0,1,623,1.7,0,2127,30.2,0,4.7,1,88485,0,1,1,203,"Offers Delivery
Offers Takeout
No Reservations
Accepts Credit Cards
Accepts Apple Pay
Outdoor Seating
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch
Private Lot Parking
Waiter Service
Live Music
Best nights on Monday, Sunday
Beer & Wine Only
TV
Not Good For Dancing
No Pool Table
No Wi-Fi
No Smoking
Bike Parking",18
61.1947489,Matanuska Brewing Company,-149.8884943,"2830 C St, Anchorage, AK 99503, United States",ChIJlyYOyNSXyFYRUWf8xf_V2Wg,/biz/matanuska-brewing-company-eagle-river?osq=Restaurants,0.150364778153666,3.1,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,1,255,"Offers Delivery
Offers Takeout
No Reservations
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Apple Pay
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Free Wi-Fi
Beer & Wine Only
TV
No Outdoor Seating
Offers Catering
No Bike Parking",16
61.2178566,Melt,-149.8633984,"1033 E 5th Ave, Anchorage, AK 99501, United States",ChIJt1coxDqWyFYRVPQSajGsBr0,/biz/melt-anchorage?osq=Restaurants,0.127719796109488,4.5,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0,13,,0
61.2213762,Meraki Hellenic Grill,-149.7792466,"360 Boniface Pkwy, Anchorage, AK 99504, United States",ChIJk90N6YnryFYR0jcracPcOZg,/biz/meraki-hellenic-grill-anchorage-3?osq=Restaurants,0.185946626282898,4.7,99504,10,21807,52.2,1,0,4213,10.1,1,2973,7.1,0,4912,11.8,1,1703,4.1,1,1965,27.5,0,5.4,1,75956,0,0,0,98,"Takes Reservations
Offers Delivery
Offers Takeout
Many Vegetarian Options
Wheelchair accessible
Accepts Credit Cards
Accepts Cryptocurrency
Casual
Offers Catering
Good For Kids
Private Lot Parking
Waiter Service
Beer & Wine Only
Dogs Allowed
No Outdoor Seating
Not Good For Groups
No Wi-Fi
No Happy Hour
No Drive-Thru
No TV
No Heated Outdoor Seating
No Covered Outdoor Seating
No Private Dining
Compostable containers available
Plastic-free packaging",17
61.154811,Mexico In Alaska Restaurant,-149.8630738,"7305 Old Seward Hwy, Anchorage, AK 99518, United States",ChIJPTk89H6XyFYRGygLP2EH6uo,/biz/mexico-in-alaska-restaurant-anchorage?osq=Restaurants,0.0551587713990747,3.6,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,74,"Estimated Health Score100 out of 100
Powered by Health Department Intelligence
Takes Reservations
Offers Delivery
Offers Takeout
Accepts Credit Cards
Outdoor Seating
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Waiter Service
Beer & Wine Only
TV
No Wi-Fi
Bike Parking",15
61.194649,Middle Way Cafe,-149.907902,"1200 W Northern Lights Blvd, Anchorage, AK 99503, United States",ChIJH666iNuXyFYRNH0w9oXIJQ8,/biz/middle-way-cafe-anchorage?osq=Restaurants,0.166166191195201,3.8,99504,10,21807,52.2,1,0,4213,10.1,1,2973,7.1,0,4912,11.8,1,1703,4.1,1,1965,27.5,0,5.4,1,75956,0,0,1,414,"Offers Delivery
Offers Takeout
No Reservations
Gluten-Free Options
Vegan Options
Wheelchair accessible
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Breakfast, Brunch, Lunch
Private Lot Parking
Free Wi-Fi
Happy Hour Specials
Women-owned
Heated Outdoor Seating
Gender-neutral restrooms
Open to All
No Waiter Service
No Alcohol
Dogs Not Allowed
No TV
No Covered Outdoor Seating
Bike Parking
Compostable containers available
Provides reusable tableware",25
61.21768,Midnight Sun Cafe,-149.8869764,"245 W 5th Ave STE 106, Anchorage, AK 99501, United States",ChIJb6tTqSmWyFYR0ysKCl4Gu4k,/biz/midnight-sun-cafe-anchorage?osq=Restaurants,0.13743024416581,4.2,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,1,107,"Offers Takeout
No Reservations
No Delivery
Vegan Options
Not wheelchair accessible
Accepts Credit Cards
Accepts Apple Pay
Accepts Android Pay
Hipster, Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Breakfast, Lunch
Street Parking
Free Wi-Fi
No Outdoor Seating
No Waiter Service
No Alcohol
No TV
Bike Parking",15
61.3302233,Mike's Quality Meats,-149.57013,"12110 Business Blvd, Eagle River, AK 99577, United States",ChIJw98zg3PryFYRyqhoX9xyjps,/biz/mikes-quality-meats-eagle-river?osq=Restaurants,0.0558733801493923,4.0,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0,30,"Takes Reservations
Offers Takeout
No Delivery
Accepts Credit Cards
Good for Groups
TV
No Outdoor Seating
Not Good For Kids
No Wi-Fi
No Alcohol
No Bike Parking",6
61.1449922,Miso Sushi,-149.8612137,"1111E E Dimond Blvd, Anchorage, AK 99515, United States",ChIJzTQNrw6ZyFYR7Cybbn8QQGk,/biz/miso-sushi-anchorage?osq=Restaurants,0.139523189915244,4.5,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1,153,"Offers Delivery
Offers Takeout
Limited Vegetarian Options
Wheelchair accessible
Accepts Credit Cards
Accepts Apple Pay
Casual, Trendy, Intimate, Romantic
Moderate Noise
Casual Dress
Offers Catering
Good For Kids
Good for Dinner
Private Lot Parking
Waiter Service
Free Wi-Fi
Happy Hour Specials
Beer & Wine Only
TV
Dogs Not Allowed
Bike Parking
Provides reusable tableware",20
61.1363878,Mo's Deli and Catering,-149.8348514,"9220 Lake Otis Pkwy, Anchorage, AK 99507, United States",ChIJjyLZZAuZyFYRTtqq7ADKLpw,/biz/mos-deli-and-catering-anchorage?osq=Restaurants,0.0297312215762437,4.3,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0,75,"Estimated Health Score100 out of 100
Powered by Health Department Intelligence
Offers Delivery
Offers Takeout
No Reservations
Vegan Options
Wheelchair accessible
Accepts Credit Cards
Accepts Apple Pay
Casual, Classy
Offers Catering
Good for Groups
Good For Kids
Private Lot Parking
Free Wi-Fi
Offers Military Discount
Open to All
No Outdoor Seating
No Waiter Service
No Alcohol
Dogs Not Allowed
No TV
No Heated Outdoor Seating
No Covered Outdoor Seating
No Private Dining
Bike Parking",15
61.130153,Mochileros Street Food,-149.8601063,"1221 China Berry Cir, Anchorage, AK 99515, United States",ChIJC430E1yZyFYRj-PAxx3KNgM,/biz/mochileros-street-food-anchorage?osq=Restaurants,0.081894162950652,4.3,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0,42,"Offers Takeout
No Reservations
Vegan Options
Many Vegetarian Options
Wheelchair accessible
Accepts Credit Cards
Outdoor Seating
Offers Catering
Street Parking
Happy Hour Specials
No Waiter Service
No Wi-Fi
No Alcohol
No TV
Bike Parking",10
61.1966667,Momma O's Seafood,-149.9058334,"2636 Spenard Rd, Anchorage, AK 99503, United States",ChIJ6eQbztuXyFYRy--BFwXLaME,/biz/momma-os-seafood-anchorage?osq=Restaurants,0.136574127526558,3.8,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,1,93,"Offers Delivery
Offers Takeout
No Reservations
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Classy, Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
TV
Offers Catering
No Waiter Service
No Wi-Fi
No Alcohol
Dogs Not Allowed
Bike Parking",15
61.2187455,Moose A'la Mode,-149.9019017,"360 K St, Anchorage, AK 99501, United States",ChIJ9RKXsoa9yFYR_f3eHnzBL5k,/biz/moose-ala-mode-anchorage?osq=Restaurants,0.118082548345268,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1,60,"Offers Delivery
Offers Takeout
No Reservations
Wheelchair accessible
Accepts Credit Cards
Accepts Apple Pay
Accepts Android Pay
Accepts Cryptocurrency
Outdoor Seating
Classy
Offers Catering
Good For Kids
Good for Working
Street Parking
Free Wi-Fi
Dogs Allowed
TV
Women-owned
Offers Military Discount
Covered Outdoor Seating
Gender-neutral restrooms
No Alcohol
No Heated Outdoor Seating
Bring your own container allowed
Compostable containers available
No Bike Parking",22
61.1904987,Moose's Tooth,-149.8687435,"3300 Old Seward Hwy, Anchorage, AK 99503, United States",ChIJ3wBgzrmXyFYRbIyKWCfhB9c,/biz/mooses-tooth-anchorage?osq=Restaurants,0.487931617660117,4.4,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1,2967,"Offers Takeout
No Reservations
No Delivery
Vegan Options
Many Vegetarian Options
Accessible parking near entrance
ADA-compliant main entrance
No steps or stairs
Closed captioning on TVs
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Waiter Service
Free Wi-Fi
Best nights on Friday, Saturday, Sunday
Beer & Wine Only
TV
Not Good For Dancing
No Pool Table
No Happy Hour
No Smoking
Dogs Not Allowed
Bike Parking
Compostable containers available
Plastic-free packaging
Provides reusable tableware",27
61.210513,Mr. Darryl's Southern BBQ,-149.7323432,"1241 Muldoon Rd, Anchorage, AK 99504, United States",ChIJ6XGuQKOWyFYRfSfUAG6e1sw,/biz/mr-darryls-southern-bbq-anchorage?osq=Restaurants,0.110732605338047,4.5,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,4,"Classy
Private Lot Parking",2
61.1806016,MVP Sports Deli & Eatery,-149.8285731,"2808 E Tudor Rd, Anchorage, AK 99507, United States",ChIJSV6taUeXyFYRi2dPlg71wkg,/biz/mvp-sports-deli-and-eatery-anchorage?osq=Restaurants,0.12976028884604,4.5,99504,10,21807,52.2,1,0,4213,10.1,1,2973,7.1,0,4912,11.8,1,1703,4.1,1,1965,27.5,0,5.4,1,75956,0,0,0,135,"Offers Delivery
Offers Takeout
No Reservations
Wheelchair accessible
Accepts Credit Cards
Accepts Apple Pay
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch
Private Lot Parking
Free Wi-Fi
TV
Offers Military Discount
Gender-neutral restrooms
No Outdoor Seating
No Waiter Service
No Alcohol
Bike Parking",16
61.2187273,myThai Downtown Restaurant,-149.8892131,"333 W 4th Ave #228, Anchorage, AK 99501, United States",ChIJ5buGMiiWyFYRhJfWk3ClNPU,/biz/mythai-downtown-restaurant-anchorage?osq=Restaurants,0.139716469347517,4.0,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1,105,"Offers Delivery
Offers Takeout
No Reservations
Vegan Options
Many Vegetarian Options
Wheelchair accessible
Accepts Credit Cards
Accepts Cryptocurrency
Casual
Quiet
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking, Private Lot Parking
Waiter Service
Free Wi-Fi
Beer & Wine Only
TV
No Outdoor Seating
Dogs Not Allowed
Bike Parking",19
61.1802475,Namaste Shangri-La,-149.8357509,"2446 E Tudor Rd, Anchorage, AK 99507, United States",ChIJzU1jJgiXyFYRzpfqkRoyNMo,/biz/namaste-shangri-la-anchorage?osq=Restaurants,0.146555210740995,4.0,99507,22,20110,55.2,1,0,1159,3.2,0,3042,8.4,1,6913,19.0,1,623,1.7,0,2127,30.2,0,4.7,1,88485,0,1,0,305,"Takes Reservations
Offers Takeout
No Delivery
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Apple Pay
Outdoor Seating
Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Dinner
Private Lot Parking
Free Wi-Fi
Gender-neutral restrooms
No Happy Hour
No Alcohol
Dogs Not Allowed
No TV
No Bike Parking",16
61.2071716,Napoli's Pizza,-149.8076938,"1565 Bragaw St STE 101, Anchorage, AK 99508, United States",ChIJcRi-HlmWyFYR8u_zbe7Qaxo,/biz/napolis-pizza-anchorage?osq=Restaurants,0.0084674018624224,3.9,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,0,64,"Offers Delivery
Offers Takeout
No Reservations
Wheelchair accessible
Accepts Credit Cards
Outdoor Seating
Classy
Moderate Noise
Good For Kids
TV
Not Good For Groups
No Waiter Service
No Wi-Fi
No Happy Hour
No Alcohol
No Drive-Thru
No Heated Outdoor Seating
No Covered Outdoor Seating
No Private Dining
Bike Parking",11
61.1878116,Naruto Japanese Restaurant,-149.913815,"3600 Minnesota Dr, Anchorage, AK 99503, United States",ChIJM8K4dOeXyFYR9tuYTA2tBUA,/biz/naruto-japanese-restaurant-anchorage?osq=Restaurants,0.13812173070991,4.2,99507,22,20110,55.2,1,0,1159,3.2,0,3042,8.4,1,6913,19.0,1,623,1.7,0,2127,30.2,0,4.7,1,88485,0,1,0,206,"Offers Takeout
No Reservations
No Delivery
Many Vegetarian Options",2
61.1813822,Nilda's Party Creations,-149.8694207,"4240 Old Seward Hwy #21, Anchorage, AK 99503, United States",ChIJt7TnWbyXyFYRf6B4_k402QQ,/biz/nildas-party-creations-midtown?osq=Restaurants,0.080499630053314,4.5,99504,10,21807,52.2,1,0,4213,10.1,1,2973,7.1,0,4912,11.8,1,1703,4.1,1,1965,27.5,0,5.4,1,75956,0,0,0,16,"Offers Takeout
Accepts Credit Cards
Classy
Offers Catering
Free Wi-Fi
TV
No Outdoor Seating
No Alcohol",6
61.1734641,Norton Sound Seafood House,-149.9821342,"5000 W International Airport Rd, Anchorage, AK 99502, United States",ChIJBcO49LGiyFYRz9CJiXOrUdE,/biz/norton-sound-seafood-house-anchorage?osq=Restaurants,0.0042221789448078,3.8,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,0,116,"Offers Takeout
No Reservations
No Delivery
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Casual, Touristy
Moderate Noise
Good for Groups
Good For Kids
Good for Breakfast
Garage Parking
Waiter Service
Full Bar
TV
No Outdoor Seating
Offers Catering
No Wi-Fi
No Bike Parking",15
61.1438325,Ollin Tea & Cafe,-149.87608,"300 E Dimond Blvd #15, Anchorage, AK 99515, United States",ChIJQ3-XMQiXyFYRGgKdXxQK4sc,/biz/ollin-tea-and-cafe-anchorage?osq=Restaurants,0.0253600453902524,4.0,99508,9,15722,41.3,0,0,3106,8.2,1,5326,14.0,1,5151,13.5,1,2930,7.7,1,1605,25.3,0,6.5,1,65430,0,1,0,51,"Offers Delivery
Offers Takeout
No Reservations
Wheelchair accessible",3
61.2154329,Oriental Garden,-149.734088,"720 Muldoon Rd, Anchorage, AK 99504, United States",ChIJFSaWGqKWyFYRh8umWl-ThJ8,/biz/oriental-garden-anchorage?osq=Restaurants,0.139229112540668,3.9,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,0,149,"Takes Reservations
Offers Delivery
Offers Takeout
Wheelchair accessible
Accepts Credit Cards
Accepts Cryptocurrency
Outdoor Seating
Quiet
Good for Groups
Good For Kids
Private Lot Parking
Waiter Service
Beer & Wine Only
TV
Women-owned
Gender-neutral restrooms
Not Good For Dancing
No Pool Table
No Wi-Fi
No Happy Hour
No Smoking
Dogs Not Allowed
Bike Parking",18
61.2181972,Originale,-149.8895873,"400 D St, Anchorage, AK 99501, United States",ChIJ2cmy0SmWyFYRAm5hzjxH4Bo,/biz/originale-anchorage?osq=Restaurants,0.13675083206669,4.5,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,1,94,"Offers Takeout
No Reservations
No Delivery
Accepts Credit Cards",2
61.2177182,Orso,-149.8962191,"737 W 5th Ave, Anchorage, AK 99501, United States",ChIJ7bXHMYe9yFYR4rlzElC4dYY,/biz/orso-anchorage?osq=Restaurants,0.167706736526504,3.9,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,1,453,"Takes Reservations
Offers Takeout
Walk-ins Welcome
No Delivery",3
61.1901276,Outback Steakhouse,-149.8839148,"101 W 34th Ave, Anchorage, AK 99503, United States",ChIJiUTT38aXyFYRGrPYKu8z6kU,/biz/outback-steakhouse-anchorage?osq=Restaurants,0.0729056787438913,2.5,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,140,"Takes Reservations
Offers Delivery
Offers Takeout
Accepts Credit Cards
Accepts Apple Pay
Casual, Classy
Moderate Noise
Casual Dress
Offers Catering
Good for Groups
Good For Kids
Good for Dinner
Private Lot Parking
Full Bar
TV
No Outdoor Seating
No Wi-Fi
No Bike Parking",15
61.2188142,Palmeira Tropical Fusion,-149.8810413,"323 Barrow St, Anchorage, AK 99501, United States",ChIJR0JbBTqXyFYRnc5f46ijUQI,/biz/palmeira-tropical-fusion-anchorage?osq=Restaurants,0.198701700558982,4.6,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,1,25,"Hipster, Casual, Trendy, Classy
Moderate Noise
Good for Groups
Garage Parking, Street Parking",4
61.1919739,Pancho's Villa,-149.9067303,"3104 Spenard Rd, Anchorage, AK 99503, United States",ChIJYa2m89yXyFYRQwd_wOyxGco,/biz/panchos-villa-anchorage?osq=Restaurants,0.0338902347776467,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1,92,"Takes Reservations
Offers Delivery
Offers Takeout
Walk-ins Welcome
Vegan Options
Wheelchair accessible
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Casual, Classy
Moderate Noise
Casual Dress
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Pool Table
Private Lot Parking
Waiter Service
Free Wi-Fi
Full Bar
Smoking Outside Only
TV
Offers Military Discount
Gender-neutral restrooms
Open to All
No Outdoor Seating
No Happy Hour
Dogs Not Allowed
Bike Parking",28
33.4372609,Pangea - Temp. CLOSED,-86.7197095,"3595 Grandview Pkwy #450, Birmingham, AL 35243, United States",ChIJnVJrTKAXiYgReQVPjoETPFU,/biz/pangea-anchorage?osq=Restaurants,0.21479582165139,4.2,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,0,390,"Takes Reservations
Offers Delivery
Offers Takeout
Vegan Options",4
61.1922645,Papaya Tree,-149.8802643,"3101 A St, Anchorage, AK 99503, United States",ChIJOe6XNsaXyFYRC3S8q6sEmUE,/biz/papaya-tree-anchorage-2?osq=Restaurants,0.12408403594587,4.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,17,,0
61.1731525,Peanut Farm,-149.8671983,"5227 Old Seward Hwy, Anchorage, AK 99518, United States",ChIJ8yRvXqC72lYRfReah3s7iLo,/biz/peanut-farm-anchorage?osq=Restaurants,0.154886127680404,3.1,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0,261,"Offers Delivery
Offers Takeout
No Reservations
Many Vegetarian Options
Wheelchair accessible
Accepts Credit Cards
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Pool Table
Private Lot Parking
Waiter Service
Free Wi-Fi
Best nights on Monday, Saturday, Sunday
Happy Hour Specials
Full Bar
Smoking Outside Only
TV
Offers Catering
Not Good For Dancing
Dogs Not Allowed
Bike Parking",25
61.2177101,Pel Meni Dumplings,-149.9018781,"434 K St, Anchorage, AK 99501, United States",ChIJwYObdTy9yFYRziWn7UvkTFE,/biz/pel-meni-dumplings-anchorage?osq=Restaurants,0.19833260158414,4.4,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,1,35,"No Reservations
Limited Vegetarian Options
Accepts Apple Pay
Divey, Casual, Trendy",3
61.3322323,Pete's Barbecue,-149.5650619,"12349 Old Glenn Hwy, Eagle River, AK 99577, United States",ChIJT51vNXTryFYRZObY_Tv6LlQ,/biz/petes-barbecue-eagle-river?osq=Restaurants,0.127100894370086,4.1,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,0,43,"Offers Delivery
Offers Takeout
No Reservations
Many Vegetarian Options
Accepts Credit Cards
Classy
Quiet
TV
No Outdoor Seating
Offers Catering
Not Good For Groups
Not Good For Kids
No Wi-Fi
No Alcohol
No Drive-Thru
Bike Parking",11
61.1929644,Peter's Sushi Spot,-149.915015,"3020 Minnesota Dr, Anchorage, AK 99503, United States",ChIJc3Lk-r-XyFYRX6UR5zCWzlc,/biz/peters-sushi-spot-anchorage-3?osq=Restaurants,0.120858554480451,3.8,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1,154,"Takes Reservations
Offers Takeout
No Delivery
Many Vegetarian Options
Accepts Credit Cards
Trendy
Moderate Noise
Casual Dress
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Full Bar
TV
No Outdoor Seating
No Wi-Fi
No Bike Parking",14
61.1898662,Pho and Thai,-149.9074335,"3311 Spenard Rd, Anchorage, AK 99503, United States",ChIJTcDRftyXyFYRbKNECWui_R8,/biz/pho-and-thai-eagle-river?osq=Restaurants,0.0169021961264615,3.7,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1,63,"Offers Takeout
No Reservations
Vegan Options
Accepts Credit Cards
Accepts Apple Pay
Casual
Quiet
Offers Catering
Good for Groups
Good For Kids
Good for Lunch
Private Lot Parking
TV
No Outdoor Seating
No Wi-Fi
No Alcohol
No Bike Parking",12
